1;298;83;802;411;207;688;361;387;761;905
2;577;44;314;583;575;610;852;335;357;285
3;641;-29;842;129;526;591;974;921;732;077
4;862;37;873;943;186;230;244;645;545;249
5;763;-25;046;461;274;956;886;500;360;312
6;116;-57;276;548;586;118;498;334;871;637
7;083;-20;385;457;415;390;343;439;533;234
8;608;6;901;224;733;431;451;815;667;250
9;261;-2;440;505;264;504;646;552;171;718
10;306;48;916;825;923;795;273;234;436;600
11;383;-46;869;248;576;776;295;038;900;191
12;801;56;215;611;180;581;403;668;481;666
13;716;-24;069;524;675;696;929;322;323;207
14;210;-100;488;017;974;431;940;926;526;714
15;034;92;305;383;905;684;366;525;568;061
16;469;-99;987;199;712;526;694;025;525;331
17;977;89;316;517;826;199;236;662;007;212
18;216;-6;267;942;563;474;123;647;612;939
19;309;-19;068;001;869;997;441;811;025;904
20;775;32;182;800;564;875;099;077;259;937
21;180;-34;493;107;801;690;613;269;317;003
22;254;-74;295;700;513;821;828;080;318;667
23;559;38;092;857;932;457;536;630;492;707
24;227;56;115;891;266;653;232;442;324;448
25;549;85;078;438;452;027;910;213;159;853
26;842;24;810;542;033;987;980;112;825;858
27;432;-52;041;714;878;462;583;215;871;121
28;532;-89;985;461;443;194;589;974;567;782
29;965;-60;131;808;989;633;749;344;003;342
30;200;98;796;509;331;873;175;277;053;289
31;482;-93;433;805;987;262;029;192;401;064
32;760;26;685;546;081;262;619;592;779;067
33;162;44;923;347;728;548;437;696;817;466
34;669;97;719;887;263;140;860;587;455;205
35;558;62;039;824;536;308;052;332;601;794
36;515;-87;596;788;868;696;843;680;617;118
37;765;2;687;752;457;294;285;360;494;262
38;338;-7;959;134;933;055;279;481;504;741
39;295;71;987;161;348;591;994;427;155;125
40;222;2;720;943;504;518;052;607;651;438
41;896;62;457;246;909;724;906;839;248;911
42;879;-80;220;048;760;170;866;265;636;880
43;964;-98;397;695;823;312;311;714;281;513
44;637;-11;391;036;974;234;717;601;635;094
45;353;-49;032;131;356;910;689;183;798;853
46;281;-58;182;224;301;675;836;018;586;110
47;211;-83;364;932;038;535;053;650;190;258
48;771;6;533;316;850;528;142;713;637;008
49;826;83;966;202;480;877;590;112;485;835
50;744;-58;969;691;605;878;434;223;986;733
51;296;-9;293;128;754;069;332;732;500;897
52;654;-36;409;381;079;616;911;383;923;780
53;810;63;688;115;713;380;254;960;260;322
54;078;-5;971;882;775;070;848;243;228;124
55;112;4;306;146;151;173;275;382;234;424
56;930;52;240;530;342;998;811;410;017;165
57;430;-90;223;381;977;883;609;576;399;913
58;203;77;726;427;467;452;142;413;353;782
59;090;51;646;477;447;576;668;817;885;377
60;387;-50;932;553;278;853;020;889;068;144
61;578;91;536;546;329;940;427;082;860;804
62;519;-9;206;578;000;778;707;168;234;017
63;609;18;662;325;027;786;674;588;674;651
64;354;-78;397;734;140;367;772;209;108;075
65;655;1;775;420;631;032;224;318;317;061
66;699;95;981;399;151;917;580;321;289;324
67;741;-13;680;163;074;399;825;039;237;897
68;821;-49;842;265;225;329;066;888;083;300
69;985;12;551;705;056;491;388;984;418;178
70;037;-100;631;918;132;829;360;550;219;032
71;173;-6;499;239;241;658;358;304;555;363
72;906;1;046;045;173;414;030;012;065;857
73;929;-49;204;171;926;347;854;103;872;381
74;617;57;664;300;289;017;411;790;169;039
75;070;51;817;899;627;086;920;415;500;480
76;284;50;942;168;035;190;181;871;122;138
77;776;26;774;001;060;222;824;562;613;183
78;044;-32;733;804;437;465;067;781;796;205
79;995;-44;143;442;657;253;690;992;273;985
80;779;-12;189;948;842;270;172;080;865;009
81;503;80;900;260;514;241;674;263;427;624
82;691;66;337;442;676;209;356;724;624;429
83;378;39;697;382;939;062;967;492;583;919
84;099;-63;100;888;183;096;166;673;272;254
85;273;62;832;560;080;244;329;148;192;976
86;343;-86;983;771;956;851;016;224;529;955
87;207;-9;797;976;810;611;608;212;593;699
88;788;-24;163;704;292;431;610;758;866;797
89;430;-7;252;810;518;568;072;639;521;838
90;942;-62;416;668;705;460;312;982;822;713
91;409;-62;304;920;601;853;955;306;031;821
92;428;62;194;485;575;610;603;935;083;566
93;408;-97;111;674;400;513;720;256;726;784
94;956;-99;783;631;571;018;683;950;482;240
95;467;65;166;150;672;621;644;683;167;101
96;397;-61;515;426;220;454;204;848;562;706
97;653;-91;830;813;465;177;984;875;188;393
98;969;86;997;294;298;358;311;716;475;827
99;405;-7;486;466;931;234;430;209;538;804
100;098;74;319;793;842;107;172;378;192;811
101;278;52;128;026;445;897;654;809;771;072
102;716;51;115;931;549;513;283;402;167;574
103;651;78;288;387;744;564;092;746;747;065
104;689;4;263;645;790;575;895;400;022;201
105;825;61;566;294;469;510;762;088;341;402
106;745;24;758;049;441;218;139;609;329;678
107;306;-48;237;568;029;889;591;340;189;221
108;010;71;115;924;168;014;829;137;824;536
109;195;-66;160;755;024;306;734;399;200;920
110;833;16;711;362;347;287;516;322;349;556
111;797;-43;879;466;820;937;651;680;600;671
112;128;-22;054;681;394;558;960;890;419;847
113;629;-9;561;586;493;903;426;143;805;681
114;224;40;365;744;490;304;667;375;337;502
115;700;-81;628;443;092;475;758;642;430;843
116;279;-93;995;374;855;847;372;984;976;746
117;650;-98;509;476;643;748;890;194;825;986
118;440;-26;913;356;518;308;540;781;213;905
119;803;-12;786;312;142;618;175;329;678;064
120;379;-91;320;320;106;559;554;694;112;957
121;061;-89;524;253;786;609;883;213;419;135
122;327;-46;909;390;595;764;523;061;260;673
123;452;-9;833;955;383;669;341;975;674;428
124;346;16;986;051;510;993;734;143;280;709
125;919;-47;619;179;452;607;791;716;468;968
126;334;-71;198;178;618;148;572;577;395;631
127;041;-9;338;961;774;185;230;539;601;123
128;897;-55;364;947;870;601;328;858;356;022
129;788;84;104;835;082;717;998;261;093;048
130;462;33;305;956;895;391;173;910;108;170
131;427;93;182;535;544;992;462;285;937;327
132;887;9;331;438;474;635;212;860;866;539
133;724;1;236;279;127;363;576;899;379;061
134;999;96;360;696;979;246;588;407;543;382
135;394;-87;703;160;576;512;252;407;708;830
136;988;28;074;142;649;147;130;668;206;201
137;257;75;414;296;754;642;709;421;585;059
138;456;78;748;128;573;304;126;296;397;130
139;095;-8;043;606;536;832;895;073;067;244
140;539;-99;407;023;504;342;394;156;170;249
141;520;-21;019;406;855;470;514;293;953;148
142;413;-71;511;022;320;015;547;250;231;307
143;584;-58;866;897;274;340;905;497;697;363
144;598;-54;199;948;147;620;891;694;595;622
145;732;50;869;965;549;644;094;741;140;859
146;566;-26;817;908;803;510;324;922;002;096
147;827;19;268;866;159;203;342;625;252;273
148;073;90;175;121;997;723;986;363;730;339
149;312;44;088;747;894;766;764;864;520;201
150;572;-92;520;188;020;869;551;404;703;767
151;938;-85;118;904;958;246;749;194;152;643
152;137;-58;421;425;849;290;788;489;765;093
153;264;73;033;825;711;878;822;849;271;819
154;586;-97;369;466;614;106;777;695;938;000
155;289;28;078;534;919;372;836;711;853;073
156;192;43;695;771;087;588;515;771;465;005
157;057;-28;387;639;204;662;727;676;584;449
158;746;-92;206;142;289;020;749;427;322;498
159;087;-67;707;110;804;328;716;114;216;422
160;926;56;876;330;688;802;965;587;421;035
161;787;-27;837;067;302;838;834;645;720;530
162;652;-88;001;451;564;487;061;084;148;056
163;142;-71;621;797;827;016;693;023;256;830
164;539;85;510;759;252;970;176;799;193;060
165;542;69;775;726;370;852;584;595;747;954
166;385;11;615;706;441;172;623;947;364;600
167;397;-28;288;628;934;625;263;424;351;154
168;370;56;853;290;433;791;650;797;815;818
169;486;-85;452;141;337;196;453;380;212;222
170;280;83;994;869;026;796;157;564;312;110
171;634;-6;671;947;040;489;424;121;260;973
172;554;-16;649;066;037;236;359;288;599;199
173;756;13;102;518;558;466;157;367;604;788
174;117;95;129;273;026;037;162;883;274;325
175;047;66;281;861;052;737;455;659;587;988
176;253;6;170;500;100;632;452;470;284;265
177;925;51;243;448;270;823;248;580;920;906
178;260;18;631;376;897;769;198;119;913;589
179;089;89;791;596;278;577;615;554;455;398
180;992;-45;572;828;285;621;360;606;322;638
181;600;-89;705;797;930;487;398;221;305;816
182;901;45;295;127;469;275;996;342;875;111
183;157;1;393;161;231;684;379;653;599;848
184;669;-89;274;110;425;255;056;416;716;341
185;116;62;852;470;078;456;264;634;628;761
186;231;-31;372;331;722;590;669;989;980;052
187;876;-88;056;813;800;944;974;298;498;811
188;189;74;072;445;717;187;534;074;737;251
189;669;22;879;140;069;534;981;810;152;601
190;420;-71;230;309;460;242;124;355;542;419
191;169;48;943;137;970;237;745;821;209;211
192;757;-26;400;138;728;263;120;691;830;566
193;540;-26;553;800;126;471;991;036;879;887
194;341;-59;559;691;631;261;937;503;140;123
195;567;-7;080;445;640;526;696;416;404;281
196;371;91;835;171;610;863;958;793;652;382
197;263;71;853;371;411;790;951;348;485;839
198;665;29;848;086;314;587;038;058;231;504
199;125;-76;845;775;534;663;020;284;182;150
200;695;52;046;669;058;773;493;157;683;105
201;898;-57;960;387;403;655;312;519;628;634
202;447;-50;565;916;624;544;831;703;054;942
203;915;84;630;663;641;153;382;250;398;016
204;159;19;688;580;054;211;803;128;302;648
205;357;86;913;261;889;527;487;059;008;616
206;325;47;565;029;683;731;785;829;827;899
207;695;38;231;167;495;431;483;408;562;241
208;442;-33;115;885;134;015;244;545;511;599
209;625;32;593;089;331;694;784;839;254;962
210;429;-52;954;265;498;055;680;331;296;837
211;400;-16;941;556;711;966;675;555;453;929
212;494;7;511;816;986;188;743;743;457;939
213;409;-30;317;587;390;569;633;978;920;550
214;910;-25;726;058;142;196;808;854;132;693
215;919;0;417;636;913;435;026;028;349;052
216;443;-54;193;888;775;885;248;409;997;976
217;154;-42;408;334;675;502;068;079;261;612
218;152;33;890;636;447;897;840;261;101;870
219;425;-61;199;832;898;340;296;428;093;150
220;382;33;162;523;508;447;522;556;298;237
221;270;-23;382;593;968;759;967;897;042;367
222;767;2;567;338;824;820;533;137;593;134
223;115;-38;987;191;849;584;859;857;466;823
224;928;81;024;908;820;284;854;820;523;417
225;750;83;570;641;538;759;597;041;531;346
226;961;-38;793;459;619;952;925;185;405;585
227;000;-4;860;808;276;823;323;603;935;732
228;977;-76;455;302;205;889;176;026;348;835
229;864;-21;947;314;985;171;971;649;354;827
230;090;-63;781;579;606;663;464;969;737;491
231;908;20;808;440;275;149;292;459;081;171
232;880;61;629;877;961;296;407;456;810;992
233;730;34;648;946;562;097;135;200;516;828
234;948;-94;331;349;490;888;094;588;246;255
235;314;21;801;264;783;043;529;775;640;516
236;012;-23;396;312;514;323;985;019;430;248
237;118;90;655;186;566;165;509;615;158;448
238;278;-50;620;301;799;707;963;351;767;869
239;881;6;295;083;156;584;899;090;457;858
240;901;78;254;624;856;454;057;640;103;374
241;183;31;959;520;421;871;770;240;504;075
242;411;41;819;367;956;825;780;815;151;302
243;491;48;145;921;933;554;583;525;583;334
244;955;68;312;784;796;167;747;271;190;583
245;167;-43;896;862;689;979;294;661;001;181
246;280;-58;866;173;900;301;307;551;389;941
247;532;15;833;631;130;126;686;677;839;883
248;447;16;079;964;331;484;883;313;473;954
249;750;49;011;532;963;502;290;416;127;940
250;824;24;110;731;262;001;493;145;018;322
251;366;-44;814;625;548;930;458;332;250;302
252;146;0;912;013;990;238;200;870;625;075
253;718;-70;232;976;091;466;896;835;568;897
254;941;-42;112;431;203;360;060;020;930;967
255;418;-1;832;584;328;045;985;312;515;649
256;159;-97;585;778;180;915;821;143;894;874
257;254;-94;614;681;079;939;932;609;486;785
258;904;-41;340;899;080;842;899;492;163;749
259;504;77;836;460;895;762;866;678;484;678
260;134;-78;682;588;426;657;367;832;022;138
261;537;45;325;192;548;755;138;591;679;900
262;053;67;760;559;098;171;559;142;793;755
263;615;85;290;455;390;540;882;089;247;265
264;392;-74;598;331;644;516;680;958;886;482
265;027;33;351;218;200;466;518;690;290;319
266;414;-74;789;327;476;585;619;488;899;757
267;616;-31;576;732;277;256;077;985;971;975
268;846;-23;265;216;267;321;587;382;890;650
269;687;7;560;484;043;695;739;392;056;603
270;022;-24;815;586;145;318;845;350;660;615
271;608;76;645;917;489;173;095;114;212;066
272;317;63;518;778;110;443;857;566;394;106
273;030;33;159;039;098;621;480;014;053;615
274;802;-47;611;159;958;096;982;460;365;965
275;654;-42;217;505;272;673;620;142;241;836
276;013;96;987;531;093;170;155;315;564;336
277;623;-6;605;631;597;474;259;259;842;253
278;397;-99;176;984;222;169;128;696;299;981
279;546;-78;802;504;629;838;038;830;596;822
280;288;-17;145;386;443;897;154;827;342;200
281;776;76;873;794;661;130;002;296;838;105
282;659;-98;345;173;165;276;945;312;890;669
283;853;-16;459;370;950;433;946;396;246;121
284;937;68;432;083;356;213;402;312;191;474
285;714;-26;710;772;026;834;336;701;359;477
286;004;94;313;479;988;486;651;850;530;167
287;173;-14;894;488;180;999;020;254;259;194
288;285;77;650;395;671;143;521;066;399;573
289;418;-63;742;854;288;451;789;380;446;006
290;649;11;535;679;630;510;062;975;699;720
291;752;-89;303;862;023;757;248;442;546;249
292;085;24;537;315;496;139;667;667;586;270
293;499;84;121;370;970;761;512;963;676;625
294;763;39;816;645;757;385;910;332;680;935
295;316;-83;515;702;420;556;975;144;594;208
296;852;80;998;423;357;470;289;948;736;273
297;598;46;870;921;795;592;016;411;635;997
298;000;-82;617;821;694;580;749;509;692;128
299;172;20;482;523;812;114;016;714;889;051
300;882;48;473;692;427;269;705;289;189;855
301;497;-55;759;079;414;981;823;242;789;522
302;356;-20;510;864;651;313;982;930;449;338
303;130;32;336;137;082;350;091;013;422;119
304;301;62;784;426;104;755;588;576;221;847
305;909;52;604;177;781;283;705;502;813;463
306;219;-3;604;565;577;449;656;566;430;262
307;630;-83;823;288;071;571;118;763;006;765
308;238;-70;669;730;510;280;374;200;240;801
309;483;39;418;144;153;350;921;246;056;072
310;285;79;724;525;713;563;433;893;210;733
311;497;7;588;799;702;724;202;407;946;944
312;086;7;467;430;640;577;620;652;139;089
313;980;-56;833;064;783;194;805;553;721;991
314;426;3;138;651;189;937;360;093;228;689
315;832;-9;027;448;792;444;537;976;982;600
316;360;89;260;485;630;558;830;884;124;627
317;896;-98;589;127;919;978;766;634;839;462
318;559;95;438;009;109;024;261;553;482;503
319;939;76;281;114;913;014;362;414;923;748
320;523;45;478;818;221;680;439;240;736;079
321;762;-79;154;761;111;050;191;549;680;383
322;397;-8;319;383;818;562;285;793;586;048
323;102;1;711;415;293;779;422;677;653;488
324;455;-18;069;253;266;078;879;411;705;538
325;920;48;292;631;875;802;813;407;771;854
326;366;23;353;430;006;953;896;688;163;186
327;832;-13;191;715;933;931;576;985;648;472
328;925;-48;244;477;679;187;808;517;732;946
329;660;58;953;469;759;476;590;276;186;401
330;744;-11;714;726;790;457;945;823;878;247
331;997;74;302;678;282;349;305;116;779;600
332;134;1;591;557;024;263;273;363;444;630
333;021;56;250;980;320;045;850;966;455;259
334;946;43;455;958;407;009;189;644;573;073
335;639;-64;463;113;948;673;019;146;829;322
336;985;-47;621;203;019;175;849;796;686;412
337;546;-67;354;440;639;791;205;125;004;648
338;043;-91;682;075;224;001;739;080;629;197
339;863;15;144;900;585;315;315;782;172;529
340;610;46;412;416;739;708;926;250;069;142
341;661;42;231;415;679;762;461;351;085;906
342;101;-25;725;711;910;774;526;056;778;687
343;839;-72;664;907;440;714;177;220;860;779
344;499;-7;104;284;806;772;707;112;093;543
345;362;-50;603;959;744;002;587;642;654;473
346;041;-16;030;311;444;837;967;783;785;461
347;997;60;300;492;711;446;605;993;888;952
348;339;-64;486;685;050;326;964;734;803;877
349;845;90;808;625;456;478;374;412;710;121
350;553;47;529;397;945;546;821;038;013;173
351;999;11;636;997;464;769;865;879;151;466
352;360;-50;301;495;942;404;640;911;356;525
353;942;6;812;998;083;355;251;542;714;154
354;256;81;673;209;196;874;484;498;476;629
355;337;66;818;850;211;517;720;966;755;238
356;711;-35;081;455;331;160;931;710;706;081
357;863;-35;924;773;542;433;990;090;462;860
358;155;97;163;970;902;419;471;339;102;220
359;950;-25;174;380;361;645;834;220;129;949
360;236;-17;534;197;491;610;483;111;944;246
361;632;-2;235;330;598;599;607;046;616;756
362;272;-74;859;856;605;345;964;775;942;180
363;052;-89;390;242;361;010;806;445;694;561
364;930;79;825;422;808;130;402;563;087;505
365;931;-82;455;191;790;224;981;322;436;178
366;610;-34;369;020;411;113;520;792;819;737
367;289;-2;850;775;166;089;079;855;144;910
368;874;42;420;563;711;723;306;335;589;363
369;623;25;701;213;426;647;883;465;095;106
370;459;-94;718;823;172;704;022;777;371;147
371;295;-73;269;855;801;100;227;080;410;598
372;849;-93;659;109;873;127;591;909;774;373
373;489;53;673;968;923;709;506;448;716;417
374;755;22;190;289;421;125;851;414;197;037
375;600;100;713;754;112;806;084;848;272;159
376;686;16;729;882;395;032;264;289;762;931
377;042;-43;277;011;842;492;685;126;290;737
378;652;-60;286;069;005;905;462;702;997;200
379;209;25;879;060;957;376;105;723;468;824
380;425;66;502;539;202;107;500;271;882;758
381;447;29;672;177;921;119;423;398;189;069
382;187;98;860;433;802;615;730;420;948;907
383;491;23;885;596;277;405;011;168;536;233
384;897;-58;384;315;009;638;355;423;233;269
385;038;-62;022;031;956;844;205;777;975;441
386;262;41;363;383;563;746;704;504;581;139
387;986;-34;240;957;174;665;330;749;863;749
