0,0.00,5735.00,0.00,0.00,0.00,92808.00,21.40,8.00,89.00
1,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
2,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
3,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
4,0.00,5735.00,0.00,0.00,0.00,93025.00,16.10,8.00,87.00
5,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
6,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
7,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
8,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
9,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
10,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
11,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
12,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
13,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
14,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
15,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
16,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
17,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
18,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
19,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
20,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
21,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
22,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
23,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
24,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
25,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
26,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,717.38,93005.00
27,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
28,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
29,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
30,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
31,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
32,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
33,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
34,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
35,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
36,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
37,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
38,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
39,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
40,0.00,0.00,0.00,5735.00,0.00,5735.00,241.43,0.00,0.00
41,-220017.66,-479309.91,849.10,2.00,209.93,2.00,88.00,0.00,0.00
42,-220018.33,-479310.84,850.80,3.00,220.71,3.00,87.85,0.00,0.00
43,-220018.34,-479310.72,849.10,3.00,267.86,3.00,87.85,0.00,0.00
44,-220018.31,-479310.69,846.90,3.00,324.81,3.00,87.85,0.00,0.00
45,-220018.41,-479310.47,847.50,3.00,108.90,3.00,87.82,0.00,0.00
46,-220018.61,-479310.19,851.60,2.00,0.00,2.00,87.69,0.00,0.00
47,-220018.81,-479310.25,835.00,2.00,0.00,2.00,87.76,0.00,0.00
48,-220018.58,-479310.41,839.40,3.00,246.97,3.00,87.81,0.00,0.00
49,-220018.83,-479310.59,836.70,3.00,170.76,3.00,87.74,0.00,0.00
50,-220019.02,-479310.66,838.10,3.00,155.65,3.00,87.70,0.00,0.00
51,-220019.17,-479310.72,838.90,3.00,155.65,3.00,87.67,0.00,0.00
52,0.00,5735.00,0.00,-479311.16,0.00,93153.00,26.40,8.00,85.00
53,0.00,5735.00,0.00,-479309.69,0.00,93208.00,25.30,8.00,84.00
54,-220018.73,-479311.16,857.90,3.00,0.00,3.00,87.79,0.00,0.00
55,-220018.69,-479311.00,852.90,3.00,0.00,3.00,87.79,0.00,0.00
56,-220018.59,-479310.84,850.20,3.00,0.00,3.00,87.81,0.00,0.00
57,-220018.56,-479310.75,847.20,3.00,0.00,3.00,87.81,0.00,0.00
58,-220018.47,-479310.81,849.70,3.00,0.00,3.00,87.84,0.00,0.00
59,-220018.41,-479310.81,850.50,3.00,0.00,3.00,87.84,0.00,0.00
60,-220018.34,-479310.75,849.90,3.00,0.00,3.00,87.84,0.00,0.00
61,-220018.44,-479310.72,849.60,3.00,0.00,3.00,87.83,0.00,0.00
62,-220018.56,-479310.94,849.80,3.00,0.00,3.00,87.80,0.00,0.00
63,-220018.58,-479311.00,849.10,3.00,0.00,3.00,87.80,0.00,0.00
64,-220018.58,-479310.94,854.00,3.00,0.00,3.00,87.80,0.00,0.00
